Код покупателя	Артикул	Количество	Дата
Клиент-161	Арт12	7	29.07.2017
Клиент-154	Арт14	6	03.07.2017
Клиент-102	Арт22	2	01.02.2017
Клиент-149	Арт15	9	06.09.2018
Клиент-65	Арт2	7	28.05.2018
Клиент-101	Арт7	5	05.10.2017
Клиент-28	Арт18	7	03.08.2018
Клиент-117	Арт24	6	24.05.2018
Клиент-137	Арт22	6	13.08.2017
Клиент-7	Арт1	7	02.07.2017
Клиент-30	Арт25	7	20.07.2017
Клиент-44	Арт6	1	29.04.2017
Клиент-173	Арт22	3	28.03.2018
Клиент-147	Арт6	10	18.09.2018
Клиент-152	Арт12	1	14.12.2017
Клиент-164	Арт22	2	28.03.2018
Клиент-91	Арт3	7	15.10.2017
Клиент-121	Арт17	1	09.04.2017
Клиент-182	Арт1	6	30.01.2017
Клиент-192	Арт4	7	16.06.2018
Клиент-27	Арт25	8	01.03.2018
Клиент-165	Арт25	9	24.05.2017
Клиент-200	Арт16	9	26.11.2017
Клиент-190	Арт23	5	11.06.2018
Клиент-164	Арт24	6	23.09.2017
Клиент-118	Арт15	1	10.02.2017
Клиент-20	Арт2	9	07.06.2018
Клиент-120	Арт19	8	19.11.2017
Клиент-8	Арт10	4	15.05.2018
Клиент-85	Арт13	1	28.03.2018
Клиент-185	Арт15	3	01.12.2017
Клиент-160	Арт24	3	17.02.2017
Клиент-91	Арт9	8	29.12.2017
Клиент-92	Арт19	1	07.02.2017
Клиент-61	Арт17	5	30.04.2018
Клиент-17	Арт10	7	05.11.2017
Клиент-135	Арт1	3	20.02.2017
Клиент-179	Арт24	3	14.01.2018
Клиент-62	Арт5	8	16.04.2018
Клиент-9	Арт22	1	12.04.2018
Клиент-188	Арт19	8	31.01.2018
Клиент-13	Арт21	8	08.11.2017
Клиент-129	Арт14	3	16.12.2017
Клиент-131	Арт4	3	07.02.2017
Клиент-184	Арт2	7	07.04.2017
Клиент-199	Арт16	1	20.04.2018
Клиент-170	Арт16	8	29.12.2017
Клиент-178	Арт21	6	22.01.2018
Клиент-128	Арт14	4	19.04.2018
Клиент-155	Арт15	7	10.01.2017
Клиент-154	Арт4	4	29.03.2018
Клиент-95	Арт18	3	17.03.2017
Клиент-127	Арт15	8	05.09.2017
Клиент-77	Арт11	7	10.03.2017
Клиент-59	Арт12	9	02.08.2017
Клиент-104	Арт20	7	29.04.2018
Клиент-162	Арт19	5	13.03.2017
Клиент-40	Арт16	6	25.08.2018
Клиент-55	Арт15	1	20.01.2018
Клиент-159	Арт13	8	20.09.2017
Клиент-16	Арт1	5	09.10.2017
Клиент-170	Арт4	5	21.07.2018
Клиент-56	Арт4	4	13.07.2018
Клиент-54	Арт7	6	07.01.2018
Клиент-124	Арт15	6	21.02.2017
Клиент-49	Арт8	10	14.08.2018
Клиент-163	Арт17	3	15.11.2017
Клиент-172	Арт16	6	01.08.2018
Клиент-102	Арт24	8	21.07.2018
Клиент-110	Арт7	4	10.12.2017
Клиент-151	Арт15	5	19.08.2018
Клиент-129	Арт9	1	17.06.2018
Клиент-15	Арт12	6	23.07.2018
Клиент-182	Арт26	7	13.03.2017
Клиент-26	Арт4	3	08.09.2017
Клиент-176	Арт22	10	25.05.2017
Клиент-166	Арт3	2	04.05.2017
Клиент-150	Арт5	6	29.04.2017
Клиент-51	Арт12	4	11.06.2017
Клиент-179	Арт25	9	21.07.2017
Клиент-181	Арт17	2	22.03.2018
Клиент-6	Арт19	2	28.02.2018
Клиент-145	Арт19	8	05.07.2017
Клиент-6	Арт25	2	26.08.2017
Клиент-193	Арт23	3	05.06.2017
Клиент-13	Арт26	6	30.04.2017
Клиент-56	Арт3	4	11.10.2017
Клиент-76	Арт18	7	10.02.2017
Клиент-131	Арт25	1	05.11.2017
Клиент-164	Арт9	2	24.05.2017
Клиент-97	Арт1	10	21.03.2018
Клиент-173	Арт22	9	02.04.2018
Клиент-130	Арт1	9	26.04.2018
Клиент-7	Арт6	7	29.06.2017
Клиент-161	Арт24	2	07.06.2018
Клиент-17	Арт8	5	27.05.2017
Клиент-86	Арт20	1	03.05.2017
Клиент-162	Арт2	6	08.02.2018
Клиент-49	Арт26	6	11.09.2017
Клиент-66	Арт12	6	03.05.2017
Клиент-95	Арт9	4	16.11.2017
Клиент-156	Арт12	4	25.08.2017
Клиент-17	Арт1	2	05.09.2017
Клиент-136	Арт22	10	05.11.2017
Клиент-82	Арт5	7	26.03.2017
Клиент-28	Арт18	10	21.06.2018
Клиент-81	Арт26	3	15.06.2018
Клиент-122	Арт6	3	15.03.2017
Клиент-50	Арт7	3	06.11.2017
Клиент-132	Арт14	7	09.05.2018
Клиент-35	Арт16	1	30.09.2017
Клиент-112	Арт22	8	09.02.2018
Клиент-14	Арт10	6	03.09.2018
Клиент-97	Арт26	3	12.11.2017
Клиент-27	Арт14	8	25.10.2017
Клиент-54	Арт19	9	11.05.2017
Клиент-116	Арт21	10	05.10.2017
Клиент-54	Арт10	7	04.07.2017
Клиент-63	Арт9	4	14.05.2018
Клиент-10	Арт20	3	30.11.2017
Клиент-47	Арт18	1	24.07.2018
Клиент-17	Арт20	8	18.10.2017
Клиент-141	Арт14	10	20.03.2017
Клиент-20	Арт25	9	25.01.2017
Клиент-22	Арт1	2	04.08.2017
Клиент-94	Арт21	5	21.09.2018
Клиент-38	Арт13	8	23.04.2017
Клиент-170	Арт21	3	13.04.2017
Клиент-109	Арт23	8	24.02.2018
Клиент-34	Арт4	6	21.05.2018
Клиент-92	Арт15	5	23.08.2017
Клиент-41	Арт13	6	07.07.2018
Клиент-146	Арт21	1	02.06.2018
Клиент-56	Арт24	3	06.01.2017
Клиент-146	Арт8	10	26.11.2017
Клиент-44	Арт19	5	01.11.2017
Клиент-52	Арт24	6	25.08.2018
Клиент-37	Арт3	1	12.07.2018
Клиент-137	Арт2	3	09.08.2017
Клиент-73	Арт1	9	13.04.2018
Клиент-169	Арт25	10	20.05.2018
Клиент-42	Арт23	2	24.08.2017
Клиент-128	Арт9	9	05.06.2017
Клиент-167	Арт10	8	01.01.2018
Клиент-160	Арт1	1	21.01.2018
Клиент-16	Арт26	7	03.02.2017
Клиент-84	Арт22	5	09.02.2018
Клиент-95	Арт17	6	28.03.2018
Клиент-15	Арт7	5	09.10.2017
Клиент-124	Арт24	9	03.10.2017
Клиент-140	Арт9	5	22.07.2018
Клиент-65	Арт22	7	20.10.2017
Клиент-40	Арт12	7	08.02.2017
Клиент-57	Арт17	4	24.09.2017
Клиент-129	Арт4	6	23.07.2017
Клиент-64	Арт10	9	06.11.2017
Клиент-58	Арт5	8	23.11.2017
Клиент-7	Арт4	2	06.08.2018
Клиент-19	Арт7	6	22.01.2018
Клиент-159	Арт5	8	13.02.2017
Клиент-22	Арт22	10	21.01.2018
Клиент-129	Арт13	3	07.08.2018
Клиент-23	Арт11	9	16.03.2017
Клиент-25	Арт12	3	19.07.2018
Клиент-174	Арт18	2	28.05.2017
Клиент-131	Арт1	8	27.03.2017
Клиент-189	Арт17	4	19.01.2017
Клиент-76	Арт6	3	21.07.2018
Клиент-17	Арт23	2	30.01.2017
Клиент-178	Арт21	5	13.08.2017
Клиент-156	Арт6	8	17.08.2018
Клиент-195	Арт9	5	12.09.2018
Клиент-140	Арт7	3	19.02.2018
Клиент-8	Арт20	8	08.05.2017
Клиент-50	Арт14	3	25.10.2017
Клиент-114	Арт8	7	28.01.2018
Клиент-61	Арт5	7	03.07.2018
Клиент-156	Арт2	10	12.06.2017
Клиент-26	Арт2	9	21.03.2017
Клиент-193	Арт6	3	15.07.2018
Клиент-132	Арт15	4	24.04.2018
Клиент-32	Арт17	5	12.08.2017
Клиент-82	Арт22	7	02.03.2017
Клиент-150	Арт15	2	29.06.2018
Клиент-104	Арт1	6	03.11.2017
Клиент-52	Арт9	6	05.01.2018
Клиент-7	Арт8	5	07.02.2017
Клиент-99	Арт19	9	06.05.2017
Клиент-19	Арт23	3	27.04.2018
Клиент-137	Арт15	5	13.03.2018
Клиент-40	Арт11	7	20.05.2018
Клиент-178	Арт22	8	14.01.2018
Клиент-108	Арт6	7	24.01.2017
Клиент-122	Арт5	1	16.06.2018
Клиент-6	Арт22	4	15.11.2017
Клиент-112	Арт10	7	27.08.2018
Клиент-187	Арт23	2	20.12.2017
Клиент-128	Арт7	9	19.07.2018
Клиент-41	Арт6	10	15.01.2018
Клиент-23	Арт7	7	26.07.2017
Клиент-123	Арт5	8	28.07.2017
Клиент-107	Арт7	7	16.10.2017
Клиент-13	Арт25	10	25.10.2017
Клиент-91	Арт24	3	11.08.2017
Клиент-143	Арт7	5	01.10.2017
Клиент-129	Арт8	7	21.05.2017
Клиент-14	Арт26	1	02.07.2018
Клиент-21	Арт25	1	06.09.2018
Клиент-9	Арт17	7	20.02.2017
Клиент-122	Арт12	9	02.09.2017
Клиент-19	Арт13	5	27.02.2018
Клиент-21	Арт14	9	16.01.2018
Клиент-33	Арт6	6	06.03.2017
Клиент-21	Арт3	8	18.03.2017
Клиент-161	Арт22	1	22.08.2017
Клиент-107	Арт17	3	18.02.2017
Клиент-62	Арт9	10	17.05.2018
Клиент-11	Арт16	6	15.02.2018
Клиент-24	Арт8	2	06.04.2018
Клиент-1	Арт5	5	02.01.2017
Клиент-23	Арт19	9	05.03.2018
Клиент-73	Арт7	4	25.12.2017
Клиент-48	Арт8	3	25.01.2018
Клиент-110	Арт5	7	19.11.2017
Клиент-132	Арт13	9	05.05.2018
Клиент-62	Арт8	3	27.08.2018
Клиент-58	Арт1	6	24.05.2017
Клиент-90	Арт1	2	24.09.2018
Клиент-194	Арт3	5	25.02.2018
Клиент-62	Арт6	6	10.05.2018
Клиент-168	Арт6	9	16.02.2018
Клиент-97	Арт22	9	05.05.2017
Клиент-68	Арт12	6	01.08.2018
Клиент-70	Арт26	8	04.01.2017
Клиент-145	Арт23	8	24.02.2018
Клиент-199	Арт9	2	22.01.2018
Клиент-197	Арт9	8	17.07.2018
Клиент-193	Арт3	7	02.12.2017
Клиент-122	Арт4	5	05.12.2017
Клиент-196	Арт9	5	29.12.2017
Клиент-39	Арт11	10	19.01.2018
Клиент-38	Арт10	7	13.01.2018
Клиент-142	Арт21	3	07.06.2017
Клиент-198	Арт14	4	04.09.2018
Клиент-60	Арт16	5	18.01.2017
Клиент-168	Арт4	9	10.06.2018
Клиент-140	Арт6	10	04.02.2018
Клиент-117	Арт11	9	11.01.2017
Клиент-162	Арт19	5	19.04.2018
Клиент-80	Арт10	8	22.10.2017
Клиент-25	Арт9	4	06.04.2017
Клиент-43	Арт4	10	30.04.2017
Клиент-175	Арт5	8	04.08.2018
Клиент-193	Арт12	5	18.06.2018
Клиент-61	Арт20	8	27.03.2018
Клиент-192	Арт5	9	17.03.2018
Клиент-82	Арт23	10	03.09.2017
Клиент-117	Арт10	10	12.10.2017
Клиент-49	Арт20	5	30.10.2017
Клиент-58	Арт25	8	31.07.2017
Клиент-28	Арт6	3	12.03.2017
Клиент-108	Арт7	10	15.12.2017
Клиент-170	Арт26	5	12.04.2017
Клиент-147	Арт25	4	28.07.2017
Клиент-121	Арт1	5	18.05.2017
Клиент-19	Арт23	3	03.08.2018
Клиент-88	Арт17	7	06.04.2018
Клиент-80	Арт21	4	16.03.2018
Клиент-54	Арт11	10	03.06.2017
Клиент-14	Арт2	2	13.03.2017
Клиент-160	Арт11	8	16.04.2018
Клиент-101	Арт12	10	14.04.2018
Клиент-52	Арт11	7	13.05.2018
Клиент-115	Арт25	10	10.06.2017
Клиент-100	Арт15	7	23.09.2018
Клиент-150	Арт12	3	05.05.2017
Клиент-127	Арт20	5	28.01.2017
Клиент-158	Арт21	10	23.04.2017
Клиент-190	Арт22	10	10.04.2018
Клиент-132	Арт6	8	30.04.2017
Клиент-65	Арт13	6	26.09.2018
Клиент-59	Арт7	7	10.06.2017
Клиент-52	Арт21	4	14.11.2017
Клиент-175	Арт22	4	13.08.2018
Клиент-149	Арт9	2	04.06.2018
Клиент-60	Арт26	5	23.03.2017
Клиент-155	Арт8	4	09.05.2018
Клиент-102	Арт8	10	09.07.2018
Клиент-18	Арт24	4	20.05.2017
Клиент-130	Арт21	5	28.11.2017
Клиент-131	Арт4	4	19.11.2017
Клиент-58	Арт10	8	27.03.2018
Клиент-23	Арт13	8	19.03.2017
Клиент-77	Арт26	1	17.05.2018
Клиент-71	Арт1	7	27.03.2017
Клиент-14	Арт24	2	05.09.2018
Клиент-111	Арт20	8	16.03.2017
Клиент-165	Арт8	8	26.10.2017
Клиент-46	Арт14	10	28.05.2017
Клиент-47	Арт12	2	17.05.2018
Клиент-50	Арт9	1	09.02.2018
Клиент-7	Арт13	4	07.02.2018
Клиент-5	Арт3	7	19.06.2018
Клиент-80	Арт13	9	14.12.2017
Клиент-36	Арт17	5	27.08.2018
Клиент-155	Арт17	1	02.04.2018
Клиент-19	Арт24	10	15.11.2017
Клиент-180	Арт24	4	17.06.2017
Клиент-194	Арт3	7	12.04.2018
Клиент-198	Арт17	6	14.03.2018
Клиент-24	Арт16	10	06.07.2017
Клиент-97	Арт6	8	08.02.2017
Клиент-157	Арт8	4	27.03.2018
Клиент-129	Арт4	6	24.01.2018
Клиент-94	Арт9	10	16.08.2018
Клиент-82	Арт2	6	13.12.2017
Клиент-128	Арт13	5	06.10.2017
Клиент-42	Арт26	8	26.01.2017
Клиент-156	Арт6	1	27.04.2018
Клиент-112	Арт7	8	01.06.2017
Клиент-64	Арт8	6	19.01.2018
Клиент-81	Арт19	9	21.04.2018
Клиент-94	Арт12	7	16.01.2017
Клиент-146	Арт7	6	09.01.2018
Клиент-70	Арт11	3	14.01.2018
Клиент-43	Арт10	7	17.08.2018
Клиент-188	Арт6	2	14.01.2017
Клиент-120	Арт26	4	11.04.2017
Клиент-21	Арт20	3	14.03.2018
Клиент-200	Арт26	3	23.06.2017
Клиент-100	Арт15	9	12.02.2017
Клиент-11	Арт26	9	15.06.2018
Клиент-147	Арт16	6	30.09.2017
Клиент-114	Арт7	10	13.01.2017
Клиент-195	Арт10	5	30.06.2017
Клиент-91	Арт18	1	17.01.2017
Клиент-175	Арт1	5	11.03.2018
Клиент-16	Арт12	3	13.08.2018
Клиент-138	Арт5	3	15.03.2017
Клиент-8	Арт17	5	08.09.2017
Клиент-186	Арт15	3	09.01.2018
Клиент-58	Арт10	7	27.09.2018
Клиент-194	Арт3	2	08.04.2018
Клиент-69	Арт22	7	02.07.2018
Клиент-112	Арт16	3	23.01.2018
Клиент-115	Арт1	3	04.01.2017
Клиент-35	Арт3	8	26.09.2018
Клиент-13	Арт10	6	12.03.2017
Клиент-174	Арт8	1	31.08.2017
Клиент-53	Арт9	9	05.06.2018
Клиент-137	Арт7	1	07.01.2018
Клиент-178	Арт3	4	26.06.2018
Клиент-52	Арт8	6	05.04.2017
Клиент-101	Арт17	3	04.09.2018
Клиент-47	Арт15	3	19.07.2018
Клиент-168	Арт11	6	31.10.2017
Клиент-41	Арт3	1	24.07.2018
Клиент-147	Арт24	4	31.08.2018
Клиент-79	Арт4	4	30.10.2017
Клиент-44	Арт24	10	22.02.2018
Клиент-98	Арт15	7	09.05.2018
Клиент-27	Арт10	7	16.04.2018
Клиент-49	Арт4	5	29.07.2017
Клиент-127	Арт5	7	11.09.2017
Клиент-38	Арт22	2	31.05.2017
Клиент-92	Арт15	4	06.08.2018
Клиент-58	Арт6	4	27.03.2018
Клиент-194	Арт6	2	02.08.2018
Клиент-60	Арт11	10	10.05.2018
Клиент-132	Арт15	10	24.11.2017
Клиент-85	Арт22	10	17.04.2018
Клиент-144	Арт25	8	13.07.2018
Клиент-63	Арт25	7	06.12.2017
Клиент-101	Арт21	2	04.01.2017
Клиент-3	Арт24	5	21.06.2018
Клиент-180	Арт8	6	05.08.2018
Клиент-86	Арт21	7	08.12.2017
Клиент-133	Арт16	10	18.05.2017
Клиент-104	Арт24	3	11.04.2017
Клиент-63	Арт12	7	18.06.2018
Клиент-172	Арт1	7	18.08.2017
Клиент-54	Арт17	9	06.08.2017
Клиент-100	Арт16	2	01.06.2018
Клиент-56	Арт2	3	04.07.2017
Клиент-102	Арт25	4	10.02.2017
Клиент-128	Арт23	10	18.11.2017
Клиент-12	Арт12	10	19.03.2018
Клиент-198	Арт4	4	25.03.2017
Клиент-72	Арт8	3	17.02.2017
Клиент-130	Арт3	9	18.08.2018
Клиент-150	Арт14	6	03.01.2018
Клиент-71	Арт8	1	24.10.2017
Клиент-191	Арт24	8	03.05.2018
Клиент-138	Арт8	5	17.10.2017
Клиент-150	Арт12	9	06.03.2017
Клиент-53	Арт16	9	03.10.2017
Клиент-145	Арт15	8	19.02.2017
Клиент-15	Арт24	3	03.09.2017
Клиент-7	Арт4	8	11.08.2018
Клиент-13	Арт26	4	08.04.2018
Клиент-142	Арт10	2	15.11.2017
Клиент-19	Арт26	10	06.06.2018
Клиент-64	Арт14	8	23.05.2017
Клиент-31	Арт10	9	06.01.2017
Клиент-183	Арт7	10	05.04.2017
Клиент-78	Арт16	5	11.03.2018
Клиент-195	Арт8	7	10.03.2017
Клиент-185	Арт18	1	16.06.2018
Клиент-30	Арт13	1	12.05.2018
Клиент-58	Арт21	2	22.02.2018
Клиент-144	Арт18	3	09.11.2017
Клиент-2	Арт3	8	06.01.2018
Клиент-185	Арт14	7	20.06.2018
Клиент-89	Арт13	10	10.07.2018
Клиент-128	Арт7	5	19.10.2017
Клиент-29	Арт15	7	28.08.2017
Клиент-130	Арт15	7	06.07.2018
Клиент-53	Арт16	5	11.09.2017
Клиент-148	Арт22	7	09.06.2018
Клиент-176	Арт25	3	05.03.2018
Клиент-70	Арт8	9	24.07.2017
Клиент-127	Арт4	6	08.11.2017
Клиент-45	Арт22	8	21.09.2018
Клиент-155	Арт1	10	21.10.2017
Клиент-78	Арт20	3	01.10.2017
Клиент-57	Арт11	8	16.03.2017
Клиент-148	Арт2	7	04.05.2017
Клиент-80	Арт26	2	19.04.2017
Клиент-132	Арт8	8	10.09.2017
Клиент-187	Арт7	8	15.06.2017
Клиент-168	Арт20	7	24.01.2017
Клиент-23	Арт5	5	11.07.2018
Клиент-183	Арт26	6	08.05.2017
Клиент-2	Арт14	6	31.05.2018
Клиент-86	Арт14	6	16.03.2018
Клиент-16	Арт10	5	27.03.2017
Клиент-16	Арт16	4	13.05.2018
Клиент-20	Арт20	9	04.05.2018
Клиент-187	Арт26	1	06.09.2018
Клиент-36	Арт2	3	19.06.2018
Клиент-72	Арт9	4	18.08.2017
Клиент-106	Арт25	2	03.05.2017
Клиент-113	Арт23	8	23.04.2018
Клиент-40	Арт24	8	30.10.2017
Клиент-111	Арт24	6	13.08.2018
Клиент-121	Арт19	4	13.02.2018
Клиент-2	Арт5	3	06.01.2017
Клиент-24	Арт16	1	20.07.2017
Клиент-57	Арт13	7	02.08.2017
Клиент-91	Арт10	6	25.07.2017
Клиент-75	Арт21	7	02.06.2017
Клиент-197	Арт14	5	29.04.2017
Клиент-43	Арт1	3	05.03.2017
Клиент-7	Арт24	4	12.07.2017
Клиент-166	Арт9	4	23.01.2017
Клиент-143	Арт7	3	26.05.2017
Клиент-73	Арт14	10	24.02.2017
Клиент-195	Арт19	3	28.11.2017
Клиент-156	Арт25	8	22.03.2017
Клиент-59	Арт26	6	07.09.2018
Клиент-178	Арт26	4	13.03.2017
Клиент-50	Арт24	5	10.02.2018
Клиент-11	Арт24	2	09.06.2017
Клиент-149	Арт16	9	17.08.2017
Клиент-171	Арт12	5	08.03.2018
Клиент-42	Арт8	8	27.06.2017
Клиент-116	Арт16	6	20.09.2018
Клиент-159	Арт11	2	25.01.2018
Клиент-69	Арт2	5	06.03.2017
Клиент-28	Арт25	1	21.06.2017
Клиент-104	Арт9	7	11.04.2018
Клиент-74	Арт4	7	25.02.2017
Клиент-32	Арт8	8	14.08.2018
Клиент-45	Арт12	1	14.08.2018
Клиент-69	Арт23	4	28.05.2017
Клиент-120	Арт10	1	03.04.2017
Клиент-165	Арт24	1	05.08.2017
Клиент-41	Арт13	6	15.06.2018
Клиент-145	Арт20	4	09.12.2017
Клиент-171	Арт13	10	24.03.2018
Клиент-199	Арт4	3	07.02.2017
Клиент-26	Арт6	5	27.07.2018
Клиент-172	Арт19	1	29.12.2017
Клиент-113	Арт1	8	29.10.2017
Клиент-168	Арт1	10	28.06.2018
Клиент-173	Арт4	4	06.06.2018
Клиент-47	Арт20	5	22.02.2017
Клиент-142	Арт15	6	01.09.2017
Клиент-119	Арт16	3	31.05.2017
Клиент-80	Арт18	8	29.08.2018
Клиент-181	Арт1	10	13.06.2017
Клиент-56	Арт10	7	06.09.2018
Клиент-98	Арт12	10	11.09.2017
Клиент-180	Арт19	3	30.05.2017
Клиент-33	Арт15	6	12.06.2018
Клиент-198	Арт19	2	27.11.2017
Клиент-104	Арт18	4	16.11.2017
Клиент-29	Арт22	5	06.06.2017
Клиент-5	Арт8	6	27.12.2017
Клиент-4	Арт24	5	30.04.2018
Клиент-24	Арт5	10	08.09.2018
Клиент-14	Арт25	8	23.06.2018
Клиент-61	Арт21	7	04.01.2017
Клиент-138	Арт24	9	27.03.2017
Клиент-107	Арт10	9	15.05.2018
Клиент-63	Арт13	9	19.01.2018
Клиент-176	Арт10	4	30.05.2017
Клиент-145	Арт14	8	11.01.2017
Клиент-105	Арт14	5	07.07.2018
Клиент-24	Арт25	3	23.01.2018
Клиент-89	Арт2	5	08.02.2017
Клиент-147	Арт5	1	14.04.2017
Клиент-44	Арт3	3	13.01.2017
Клиент-31	Арт20	8	27.01.2017
Клиент-169	Арт13	2	07.05.2017
Клиент-110	Арт10	1	26.01.2017
Клиент-71	Арт24	3	28.07.2018
Клиент-162	Арт2	4	17.09.2017
Клиент-66	Арт5	1	19.07.2018
Клиент-53	Арт23	10	12.08.2017
Клиент-111	Арт3	8	14.03.2018
Клиент-100	Арт15	6	19.09.2017
Клиент-127	Арт14	2	28.04.2017
Клиент-57	Арт26	1	24.02.2017
Клиент-52	Арт16	9	24.02.2018
Клиент-175	Арт20	1	01.03.2017
Клиент-37	Арт14	1	05.05.2018
Клиент-48	Арт19	8	09.03.2017
Клиент-108	Арт6	8	20.05.2018
Клиент-31	Арт13	1	06.09.2018
Клиент-28	Арт19	6	07.08.2017
Клиент-188	Арт26	5	09.12.2017
Клиент-44	Арт15	9	30.06.2018
Клиент-79	Арт19	8	13.03.2018
Клиент-108	Арт4	1	20.05.2018
Клиент-5	Арт6	8	18.04.2017
Клиент-131	Арт7	6	21.03.2017
Клиент-52	Арт10	2	13.01.2018
Клиент-147	Арт4	7	06.04.2017
Клиент-64	Арт21	8	21.03.2018
Клиент-93	Арт13	8	23.01.2017
Клиент-67	Арт2	8	04.03.2017
Клиент-158	Арт3	7	20.09.2017
Клиент-143	Арт18	5	09.02.2017
Клиент-47	Арт7	3	15.09.2018
Клиент-53	Арт20	1	16.12.2017
Клиент-54	Арт9	5	08.03.2018
Клиент-43	Арт3	8	23.06.2018
Клиент-109	Арт18	6	26.12.2017
Клиент-83	Арт19	4	07.01.2018
Клиент-103	Арт14	3	11.08.2018
Клиент-100	Арт12	1	14.07.2017
Клиент-109	Арт18	1	26.06.2017
Клиент-161	Арт26	2	04.09.2018
Клиент-83	Арт17	4	21.01.2017
Клиент-110	Арт24	1	19.06.2017
Клиент-139	Арт10	4	15.08.2017
Клиент-196	Арт22	4	22.12.2017
Клиент-136	Арт2	2	17.02.2017
Клиент-163	Арт13	9	03.03.2017
Клиент-94	Арт25	1	28.02.2018
Клиент-3	Арт14	2	21.06.2018
Клиент-28	Арт25	6	19.02.2017
Клиент-186	Арт8	2	10.08.2017
Клиент-140	Арт18	1	18.05.2017
Клиент-154	Арт23	1	02.06.2017
Клиент-38	Арт10	6	17.02.2018
Клиент-132	Арт16	3	12.04.2017
Клиент-179	Арт21	6	30.01.2018
Клиент-156	Арт14	2	14.07.2018
Клиент-93	Арт15	8	15.05.2017
Клиент-58	Арт11	9	26.02.2017
Клиент-178	Арт6	3	24.04.2017
Клиент-87	Арт4	6	10.04.2018
Клиент-103	Арт26	7	08.06.2017
Клиент-38	Арт13	10	15.02.2017
Клиент-18	Арт15	8	02.01.2018
Клиент-76	Арт12	5	17.10.2017
Клиент-12	Арт8	7	01.03.2018
Клиент-56	Арт23	8	04.04.2017
Клиент-143	Арт6	1	25.11.2017
Клиент-68	Арт15	3	14.04.2017
Клиент-29	Арт9	7	22.02.2018
Клиент-77	Арт25	9	16.02.2017
Клиент-175	Арт2	2	30.03.2018
Клиент-78	Арт10	10	20.11.2017
Клиент-105	Арт23	10	14.02.2018
Клиент-72	Арт1	1	14.03.2018
Клиент-102	Арт18	9	28.07.2017
Клиент-25	Арт12	3	17.10.2017
Клиент-22	Арт24	3	07.10.2017
Клиент-172	Арт10	4	06.09.2018
Клиент-73	Арт17	5	12.11.2017
Клиент-137	Арт17	1	23.08.2018
Клиент-190	Арт4	6	28.07.2017
Клиент-118	Арт18	2	29.06.2017
Клиент-113	Арт13	9	27.10.2017
Клиент-44	Арт3	4	23.10.2017
Клиент-43	Арт8	10	22.04.2018
Клиент-140	Арт20	6	07.10.2017
Клиент-186	Арт16	9	29.12.2017
Клиент-113	Арт17	8	30.05.2017
Клиент-43	Арт20	9	06.03.2017
Клиент-68	Арт25	2	10.05.2017
Клиент-37	Арт21	3	25.04.2017
Клиент-82	Арт19	7	12.08.2018
Клиент-74	Арт3	6	09.02.2017
Клиент-78	Арт7	7	01.07.2018
Клиент-163	Арт8	4	01.01.2018
Клиент-113	Арт16	3	20.05.2017
Клиент-167	Арт22	6	10.09.2018
Клиент-71	Арт4	3	09.09.2017
Клиент-197	Арт12	2	24.08.2018
Клиент-62	Арт12	5	09.04.2017
Клиент-19	Арт15	6	20.01.2018
Клиент-51	Арт14	3	24.03.2018
Клиент-60	Арт8	4	01.05.2018
Клиент-198	Арт19	4	29.05.2017
Клиент-198	Арт12	9	06.01.2017
Клиент-15	Арт12	2	28.05.2018
Клиент-164	Арт15	8	30.07.2017
Клиент-181	Арт16	5	08.01.2018
Клиент-71	Арт24	8	14.12.2017
Клиент-106	Арт19	4	11.03.2018
Клиент-119	Арт18	8	25.06.2017
Клиент-109	Арт16	2	03.02.2018
Клиент-5	Арт4	8	31.05.2018
Клиент-176	Арт6	9	14.03.2017
Клиент-193	Арт13	9	09.06.2017
Клиент-110	Арт24	7	25.07.2018
Клиент-59	Арт3	2	29.11.2017
Клиент-113	Арт25	6	26.06.2017
Клиент-164	Арт14	6	23.12.2017
Клиент-131	Арт4	4	06.08.2018
Клиент-24	Арт8	6	03.02.2018
Клиент-73	Арт1	10	11.11.2017
Клиент-23	Арт17	3	13.12.2017
Клиент-87	Арт11	8	20.07.2018
Клиент-122	Арт11	10	18.03.2017
Клиент-17	Арт24	6	07.12.2017
Клиент-53	Арт25	1	02.04.2017
Клиент-165	Арт12	9	07.09.2018
Клиент-138	Арт18	6	12.03.2018
Клиент-121	Арт21	9	23.06.2018
Клиент-160	Арт7	3	05.04.2018
Клиент-43	Арт11	6	13.09.2017
Клиент-189	Арт1	1	14.09.2018
Клиент-92	Арт25	9	12.01.2018
Клиент-190	Арт5	1	04.10.2017
Клиент-146	Арт16	1	19.01.2017
Клиент-154	Арт1	8	08.02.2017
Клиент-36	Арт15	3	31.03.2017
Клиент-3	Арт23	6	07.09.2018
Клиент-165	Арт10	9	14.05.2017
Клиент-152	Арт10	1	09.04.2018
Клиент-130	Арт6	9	15.06.2017
Клиент-188	Арт5	5	07.10.2017
Клиент-8	Арт2	2	07.06.2017
Клиент-181	Арт4	8	24.09.2018
Клиент-172	Арт10	3	13.11.2017
Клиент-61	Арт9	10	16.10.2017
Клиент-160	Арт17	6	02.12.2017
Клиент-110	Арт24	1	23.06.2018
Клиент-124	Арт13	3	28.06.2017
Клиент-104	Арт26	6	14.12.2017
